year,round,round_pick,team_abbrev,player_id,player_name,bid_amount,keeper,nominating_team
2016,1,1,PTB,13934,Antonio Brown,0.0,False,
2016,1,2,WWZ,2977644,Todd Gurley,0.0,False,
2016,1,3,GFM,13229,Rob Gronkowski,0.0,False,
2016,1,4,MXBN,10452,Adrian Peterson,0.0,False,
2016,1,5,DKGG,13982,Julio Jones,0.0,False,
2016,1,6,JAG,15795,DeAndre Hopkins,0.0,False,
2016,1,7,LNO,2508176,David Johnson,0.0,False,
2016,1,8,SSS,13994,Cam Newton,0.0,False,
2016,1,9,CHLK,15825,Le'Veon Bell,0.0,False,
2016,1,10,DPCX,16733,Odell Beckham Jr.,0.0,False,
2016,1,11,MRYJ,16799,Allen Robinson,0.0,False,
2016,1,12,BRIM,13215,Dez Bryant,0.0,False,
2016,2,1,BRIM,13983,A.J. Green,0.0,False,
2016,2,2,MRYJ,3051392,Ezekiel Elliott,0.0,False,
2016,2,3,DPCX,15818,Keenan Allen,0.0,False,
2016,2,4,CHLK,11270,Jordy Nelson,0.0,False,
2016,2,5,SSS,9705,Brandon Marshall,0.0,False,
2016,2,6,LNO,16944,Devonta Freeman,0.0,False,
2016,2,7,JAG,8439,Aaron Rodgers,0.0,False,
2016,2,8,DKGG,11307,Jamaal Charles,0.0,False,
2016,2,9,MXBN,2976499,Amari Cooper,0.0,False,
2016,2,10,GFM,14886,Lamar Miller,0.0,False,
2016,2,11,WWZ,16731,Brandin Cooks,0.0,False,
2016,2,12,PTB,16737,Mike Evans,0.0,False,
2016,3,1,PTB,15848,Eddie Lacy,0.0,False,
2016,3,2,WWZ,12649,Julian Edelman,0.0,False,
2016,3,3,GFM,14912,Alshon Jeffery,0.0,False,
2016,3,4,MXBN,14881,Russell Wilson,0.0,False,
2016,3,5,DKGG,14874,Andrew Luck,0.0,False,
2016,3,6,JAG,11278,Matt Forte,0.0,False,
2016,3,7,LNO,13216,Demaryius Thomas,0.0,False,
2016,3,8,SSS,16725,Sammy Watkins,0.0,False,
2016,3,9,CHLK,14885,Doug Martin,0.0,False,
2016,3,10,DPCX,16730,Kelvin Benjamin,0.0,False,
2016,3,11,MRYJ,13981,Mark Ingram,0.0,False,
2016,3,12,BRIM,2576237,Thomas Rawls,0.0,False,
2016,4,1,BRIM,5536,Ben Roethlisberger,0.0,False,
2016,4,2,MRYJ,16790,Jarvis Landry,0.0,False,
2016,4,3,DPCX,15920,Latavius Murray,0.0,False,
2016,4,4,CHLK,16777,Carlos Hyde,0.0,False,
2016,4,5,SSS,16040,C.J. Anderson,0.0,False,
2016,4,6,LNO,14924,T.Y. Hilton,0.0,False,
2016,4,7,JAG,14908,Michael Floyd,0.0,False,
2016,4,8,DKGG,14053,Randall Cobb,0.0,False,
2016,4,9,MXBN,14198,Dion Lewis,0.0,False,
2016,4,10,GFM,12514,LeSean McCoy,0.0,False,
2016,4,11,WWZ,2515416,Jeremy Langford,0.0,False,
2016,4,12,PTB,15860,Jordan Reed,0.0,False,
2016,5,1,PTB,16791,Donte Moncrief,0.0,False,
2016,5,2,WWZ,2330,Tom Brady,0.0,False,
2016,5,3,GFM,13271,Eric Decker,0.0,False,
2016,5,4,MXBN,14005,DeMarco Murray,0.0,False,
2016,5,5,DKGG,13204,Ryan Mathews,0.0,False,
2016,5,6,JAG,16803,Jeremy Hill,0.0,False,
2016,5,7,LNO,14221,Doug Baldwin,0.0,False,
2016,5,8,SSS,11247,Jonathan Stewart,0.0,False,
2016,5,9,CHLK,2580,Drew Brees,0.0,False,
2016,5,10,DPCX,2980105,Matt Jones,0.0,False,
2016,5,11,MRYJ,10475,Greg Olsen,0.0,False,
