season_year,week,matchup,team_code,slot,player_name,nfl_team,position,is_starter
2015,1,1,PCX,WR,Odell Beckham Jr.,NYG,WR,True
2015,1,1,PCX,Bench,T.Y. Hilton,IND,WR,False
2015,1,1,PCX,QB,Russell Wilson,SEA,QB,True
2015,1,1,PCX,FLEX,Sammy Watkins,BUF,WR,True
2015,1,1,PCX,Bench,Todd Gurley,LAR,RB,False
2015,1,1,PCX,TE,Tyler Eifert,CIN,TE,True
2015,1,1,PCX,D/ST,Panthers D/ST,CAR,D/ST,True
2015,1,1,PCX,RB,Charcandrick West,KC,RB,True
2015,1,1,PCX,Bench,David Cobb,TEN,RB,False
2015,1,1,PCX,WR,A.J. Green,CIN,WR,True
2015,1,1,PCX,Bench,Jay Ajayi,MIA,RB,False
2015,1,1,PCX,RB,Spencer Ware,KC,RB,True
2015,1,1,PCX,Bench,Marcus Mariota,TEN,QB,False
2015,1,1,PCX,Bench,Julian Edelman,NE,WR,False
2015,1,1,PCX,Bench,Zach Miller,CHI,TE,False
2015,1,1,PCX,K,Chris Boswell,PIT,K,True
2015,1,1,GFM,WR,Antonio Brown,PIT,WR,True
2015,1,1,GFM,TE,Rob Gronkowski,NE,TE,True
2015,1,1,GFM,Bench,Alfred Morris,DAL,RB,False
2015,1,1,GFM,WR,Brandon Marshall,NYJ,WR,True
2015,1,1,GFM,QB,Tom Brady,NE,QB,True
2015,1,1,GFM,Bench,Ryan Mathews,PHI,RB,False
2015,1,1,GFM,FLEX,Frank Gore,IND,RB,True
2015,1,1,GFM,RB,Matt Forte,NYJ,RB,True
2015,1,1,GFM,Bench,Travis Benjamin,LAC,WR,False
2015,1,1,GFM,Bench,Ameer Abdullah,DET,RB,False
2015,1,1,GFM,D/ST,Buccaneers D/ST,TB,D/ST,True
2015,1,1,GFM,Bench,Benjamin Watson,BAL,TE,False
2015,1,1,GFM,RB,Tim Hightower,NO,RB,True
2015,1,1,GFM,K,Steven Hauschka,SEA,K,True
2015,1,1,GFM,Bench,Denard Robinson,JAX,RB,False
2015,1,1,GFM,Bench,Joe Anderson,CHI,WR,False
2015,1,1,MXLB,RB,Alfred Blue,HOU,RB,True
2015,1,1,MXLB,WR,Larry Fitzgerald,ARI,WR,True
2015,1,1,MXLB,QB,Teddy Bridgewater,MIN,QB,True
2015,1,1,MXLB,WR,Amari Cooper,LV,WR,True
2015,1,1,MXLB,Bench,Matt Jones,WAS,RB,False
2015,1,1,MXLB,Bench,Donte Moncrief,IND,WR,False
2015,1,1,MXLB,K,Josh Brown,NYG,K,True
2015,1,1,MXLB,Bench,Charles Clay,BUF,TE,False
2015,1,1,MXLB,FLEX,Emmanuel Sanders,DEN,WR,True
2015,1,1,MXLB,Bench,Charles Sims,TB,RB,False
2015,1,1,MXLB,D/ST,Vikings D/ST,MIN,D/ST,True
2015,1,1,MXLB,Bench,Ryan Tannehill,MIA,QB,False
2015,1,1,MXLB,RB,David Johnson,ARI,RB,True
2015,1,1,MXLB,Bench,DeVante Parker,MIA,WR,False
