season_year,week,matchup,team_code,slot,player_name,nfl_team,position,is_starter
2013,1,1,PCX,Bench,Aaron Rodgers,GB,QB,False
2013,1,1,PCX,WR,DeSean Jackson,WAS,WR,True
2013,1,1,PCX,RB,Le'Veon Bell,PIT,RB,True
2013,1,1,PCX,FLEX,Jordy Nelson,GB,WR,True
2013,1,1,PCX,Bench,Trent Richardson,IND,RB,False
2013,1,1,PCX,Bench,Marques Colston,NO,WR,False
2013,1,1,PCX,WR,Michael Crabtree,SF,WR,True
2013,1,1,PCX,RB,Rashad Jennings,NYG,RB,True
2013,1,1,PCX,TE,Jordan Cameron,CLE,TE,True
2013,1,1,PCX,QB,Nick Foles,PHI,QB,True
2013,1,1,PCX,Bench,Kendall Hunter,SF,RB,False
2013,1,1,PCX,Bench,LeGarrette Blount,PIT,RB,False
2013,1,1,PCX,Bench,Matt Asiata,MIN,RB,False
2013,1,1,PCX,K,Phil Dawson,SF,K,True
2013,1,1,PCX,Bench,Scott Chandler,BUF,TE,False
2013,1,1,PCX,D/ST,Patriots D/ST,NE,D/ST,True
2013,1,1,GFM,RB,Ray Rice,BAL,RB,True
2013,1,1,GFM,WR,Brandon Marshall,CHI,WR,True
2013,1,1,GFM,WR,Roddy White,ATL,WR,True
2013,1,1,GFM,Bench,Darren McFadden,LV,RB,False
2013,1,1,GFM,Bench,Hakeem Nicks,IND,WR,False
2013,1,1,GFM,Bench,Cecil Shorts,JAX,WR,False
2013,1,1,GFM,FLEX,DeAngelo Williams,CAR,RB,True
2013,1,1,GFM,QB,Tony Romo,DAL,QB,True
2013,1,1,GFM,RB,Fred Jackson,BUF,RB,True
2013,1,1,GFM,Bench,Percy Harvin,SEA,WR,False
2013,1,1,GFM,TE,Antonio Gates,LAC,TE,True
2013,1,1,GFM,Bench,Alex Smith,KC,QB,False
2013,1,1,GFM,D/ST,Dolphins D/ST,MIA,D/ST,True
2013,1,1,GFM,Bench,Ladarius Green,LAC,TE,False
2013,1,1,GFM,K,Justin Tucker,BAL,K,True
2013,1,1,GFM,Bench,Joe Banyard,MIN,RB,False
2013,1,1,MXLB,WR,Demaryius Thomas,DEN,WR,True
2013,1,1,MXLB,TE,Jimmy Graham,NO,TE,True
2013,1,1,MXLB,Bench,Dwayne Bowe,KC,WR,False
2013,1,1,MXLB,Bench,Robert Griffin III,WAS,QB,False
2013,1,1,MXLB,Bench,Greg Jennings,MIN,WR,False
2013,1,1,MXLB,RB,Rashard Mendenhall,ARI,RB,True
2013,1,1,MXLB,D/ST,Bears D/ST,CHI,D/ST,True
2013,1,1,MXLB,QB,Andy Dalton,CIN,QB,True
2013,1,1,MXLB,K,Blair Walsh,MIN,K,True
2013,1,1,MXLB,FLEX,Julius Thomas,DEN,TE,True
2013,1,1,MXLB,RB,Bilal Powell,NYJ,RB,True
2013,1,1,MXLB,Bench,Vikings D/ST,MIN,D/ST,False
2013,1,1,MXLB,Bench,Rishard Matthews,MIA,WR,False
2013,1,1,MXLB,Bench,Chris Ogbonnaya,CLE,RB,False
2013,1,1,MXLB,WR,Cordarrelle Patterson,MIN,WR,True
2013,1,1,MXLB,Bench,Toby Gerhart,JAX,RB,False
2013,1,1,BRIM,Bench,C.J. Spiller,BUF,RB,False
2013,1,1,BRIM,RB,Reggie Bush,DET,RB,True
2013,1,1,BRIM,Bench,Victor Cruz,NYG,WR,False
2013,1,1,BRIM,WR,Torrey Smith,BAL,WR,True
2013,1,1,BRIM,QB,Russell Wilson,SEA,QB,True
2013,1,1,BRIM,FLEX,Shane Vereen,NE,RB,True
2013,1,1,BRIM,Bench,Golden Tate,DET,WR,False
2013,1,1,BRIM,Bench,Anquan Boldin,SF,WR,False
2013,1,1,BRIM,K,Matt Prater,DEN,K,True
2013,1,1,BRIM,TE,Coby Fleener,IND,TE,True
2013,1,1,BRIM,WR,Alshon Jeffery,CHI,WR,True
2013,1,1,BRIM,RB,Andre Brown,HOU,RB,True
2013,1,1,BRIM,Bench,Riley Cooper,PHI,WR,False
2013,1,1,BRIM,Bench,Case Keenum,HOU,QB,False
2013,1,1,BRIM,Bench,John Carlson,ARI,TE,False
2013,1,1,BRIM,D/ST,Ravens D/ST,BAL,D/ST,True
2013,1,1,SSS,RB,Alfred Morris,WAS,RB,True
2013,1,1,SSS,QB,Peyton Manning,DEN,QB,True
2013,1,1,SSS,WR,Pierre Garcon,WAS,WR,True
2013,1,1,SSS,Bench,Tony Gonzalez,ATL,TE,False
2013,1,1,SSS,D/ST,Broncos D/ST,DEN,D/ST,True
2013,1,1,SSS,TE,Charles Clay,MIA,TE,True
2013,1,1,SSS,Bench,Eddie Royal,LAC,WR,False
2013,1,1,SSS,FLEX,Joique Bell,DET,RB,True
2013,1,1,SSS,Bench,Jerricho Cotchery,CAR,WR,False
2013,1,1,SSS,K,Robbie Gould,CHI,K,True
2013,1,1,SSS,Bench,Doug Baldwin,SEA,WR,False
2013,1,1,SSS,RB,Bobby Rainey,TB,RB,True
2013,1,1,SSS,Bench,Mark Ingram,NO,RB,False
2013,1,1,SSS,Bench,Rob Housler,ARI,TE,False
