season_year,week,matchup,team_code,slot,player_name,nfl_team,position,is_starter
2012,1,1,PCX,RB,Ray Rice,BAL,RB,True
2012,1,1,PCX,WR,A.J. Green,CIN,WR,True
2012,1,1,PCX,Bench,Larry Fitzgerald,ARI,WR,False
2012,1,1,PCX,Bench,DeSean Jackson,PHI,WR,False
2012,1,1,PCX,TE,Brandon Pettigrew,DET,TE,True
2012,1,1,PCX,RB,Mikel Leshoure,DET,RB,True
2012,1,1,PCX,FLEX,Mike Williams,TB,WR,True
2012,1,1,PCX,Bench,Jared Cook,TEN,TE,False
2012,1,1,PCX,Bench,Ryan Fitzpatrick,BUF,QB,False
2012,1,1,PCX,K,Matt Prater,DEN,K,True
2012,1,1,PCX,Bench,Darrius Heyward-Bey,LV,WR,False
2012,1,1,PCX,D/ST,Falcons D/ST,ATL,D/ST,True
2012,1,1,PCX,Bench,Benjamin Watson,CLE,TE,False
2012,1,1,PCX,Bench,Russell Wilson,SEA,QB,False
2012,1,1,PCX,WR,Chris Givens,LAR,WR,True
2012,1,1,PCX,QB,Brandon Weeden,CLE,QB,True
2012,1,1,GFM,RB,Jamaal Charles,KC,RB,True
2012,1,1,GFM,WR,Jeremy Maclin,PHI,WR,True
2012,1,1,GFM,Bench,Peyton Manning,DEN,QB,False
2012,1,1,GFM,QB,Robert Griffin III,WAS,QB,True
2012,1,1,GFM,K,Blair Walsh,MIN,K,True
2012,1,1,GFM,RB,Adrian Peterson,MIN,RB,True
2012,1,1,GFM,WR,Sidney Rice,SEA,WR,True
2012,1,1,GFM,TE,Kyle Rudolph,MIN,TE,True
2012,1,1,GFM,D/ST,Broncos D/ST,DEN,D/ST,True
2012,1,1,GFM,Bench,Shaun Suisham,PIT,K,False
2012,1,1,GFM,Bench,Joique Bell,DET,RB,False
2012,1,1,GFM,Bench,Tony Scheffler,DET,TE,False
2012,1,1,GFM,FLEX,Jackie Battle,LAC,RB,True
2012,1,1,GFM,Bench,Nate Washington,TEN,WR,False
2012,1,1,GFM,Bench,Dexter McCluster,KC,RB,False
2012,1,1,GFM,Bench,Randy Moss,SF,WR,False
2012,1,1,2SCM,QB,Aaron Rodgers,GB,QB,True
2012,1,1,2SCM,Bench,Darren Sproles,NO,RB,False
2012,1,1,2SCM,RB,Ahmad Bradshaw,NYG,RB,True
2012,1,1,2SCM,WR,Marques Colston,NO,WR,True
2012,1,1,2SCM,TE,Owen Daniels,HOU,TE,True
2012,1,1,2SCM,FLEX,Jeremy Kerley,NYJ,WR,True
2012,1,1,2SCM,Bench,Santana Moss,WAS,WR,False
2012,1,1,2SCM,Bench,Cecil Shorts,JAX,WR,False
2012,1,1,2SCM,K,Shayne Graham,HOU,K,True
2012,1,1,2SCM,WR,Danario Alexander,LAC,WR,True
2012,1,1,2SCM,RB,Vick Ballard,IND,RB,True
2012,1,1,2SCM,D/ST,Bengals D/ST,CIN,D/ST,True
2012,1,1,2SCM,Bench,Josh Gordon,CLE,WR,False
2012,1,1,2SCM,Bench,Montell Owens,JAX,RB,False
2012,1,1,2SCM,Bench,Rod Streater,LV,WR,False
2012,1,1,2SCM,Bench,Dennis Pitta,BAL,TE,False
2012,1,1,BBWZ,QB,Drew Brees,NO,QB,True
2012,1,1,BBWZ,WR,Wes Welker,NE,WR,True
2012,1,1,BBWZ,RB,Steven Jackson,LAR,RB,True
2012,1,1,BBWZ,FLEX,Steve Smith,CAR,WR,True
2012,1,1,BBWZ,RB,Reggie Bush,MIA,RB,True
2012,1,1,BBWZ,TE,Jermichael Finley,GB,TE,True
2012,1,1,BBWZ,WR,Steve Johnson,BUF,WR,True
2012,1,1,BBWZ,D/ST,49ers D/ST,SF,D/ST,True
2012,1,1,BBWZ,Bench,Matt Schaub,HOU,QB,False
2012,1,1,BBWZ,Bench,Dustin Keller,NYJ,TE,False
2012,1,1,BBWZ,Bench,Robert Meachem,LAC,WR,False
2012,1,1,BBWZ,K,Mike Nugent,CIN,K,True
2012,1,1,BBWZ,Bench,Marcel Reece,LV,RB,False
2012,1,1,BBWZ,Bench,Mark Ingram,NO,RB,False
2012,1,1,BBWZ,Bench,Ronnie Hillman,DEN,RB,False
2012,1,1,BBWZ,Bench,Brandon Stokley,DEN,WR,False
2012,1,1,SSS,QB,Matthew Stafford,DET,QB,True
2012,1,1,SSS,RB,Matt Forte,CHI,RB,True
2012,1,1,SSS,RB,Michael Turner,ATL,RB,True
2012,1,1,SSS,TE,Antonio Gates,LAC,TE,True
2012,1,1,SSS,WR,Eric Decker,DEN,WR,True
2012,1,1,SSS,WR,Torrey Smith,BAL,WR,True
2012,1,1,SSS,K,Jason Hanson,DET,K,True
2012,1,1,SSS,Bench,Brian Hartline,MIA,WR,False
2012,1,1,SSS,Bench,LeGarrette Blount,TB,RB,False
2012,1,1,SSS,Bench,Brandon Myers,LV,TE,False
2012,1,1,SSS,Bench,Packers D/ST,GB,D/ST,False
2012,1,1,SSS,Bench,Mario Manningham,SF,WR,False
2012,1,1,SSS,D/ST,Patriots D/ST,NE,D/ST,True
2012,1,1,SSS,FLEX,Pierre Garcon,WAS,WR,True
2012,1,1,SSS,Bench,Andre Roberts,ARI,WR,False
2012,1,1,SSS,Bench,Jacquizz Rodgers,ATL,RB,False
2012,1,1,PITB,WR,Calvin Johnson,DET,WR,True
2012,1,1,PITB,RB,Marshawn Lynch,SEA,RB,True
2012,1,1,PITB,WR,Roddy White,ATL,WR,True
2012,1,1,PITB,RB,Frank Gore,SF,RB,True
2012,1,1,PITB,Bench,Eli Manning,NYG,QB,False
2012,1,1,PITB,Bench,Miles Austin,DAL,WR,False
2012,1,1,PITB,FLEX,Demaryius Thomas,DEN,WR,True
2012,1,1,PITB,Bench,Ben Tate,HOU,RB,False
2012,1,1,PITB,D/ST,Bears D/ST,CHI,D/ST,True
2012,1,1,PITB,Bench,Mason Crosby,GB,K,False
2012,1,1,PITB,Bench,Robert Turbin,SEA,RB,False
2012,1,1,PITB,Bench,Denarius Moore,LV,WR,False
2012,1,1,PITB,QB,Sam Bradford,LAR,QB,True
2012,1,1,PITB,TE,Scott Chandler,BUF,TE,True
2012,1,1,PITB,Bench,Justin Forsett,HOU,RB,False
2012,1,1,PITB,K,Dan Bailey,DAL,K,True
2012,1,1,JAGB,QB,Tom Brady,NE,QB,True
2012,1,1,JAGB,TE,Jimmy Graham,NO,TE,True
2012,1,1,JAGB,WR,Dez Bryant,DAL,WR,True
2012,1,1,JAGB,RB,Doug Martin,TB,RB,True
2012,1,1,JAGB,RB,Shonn Greene,NYJ,RB,True
2012,1,1,JAGB,WR,Reggie Wayne,IND,WR,True
2012,1,1,JAGB,D/ST,Texans D/ST,HOU,D/ST,True
2012,1,1,JAGB,Bench,Anquan Boldin,BAL,WR,False
