season_year,week,matchup,team_code,slot,player_name,nfl_team,position,is_starter
2011,1,1,2SCM,WR,Marques Colston,NO,WR,True
2011,1,1,2SCM,Bench,Pierre Garcon,IND,WR,False
2011,1,1,2SCM,WR,Victor Cruz,NYG,WR,True
2011,1,1,2SCM,D/ST,49ers D/ST,SF,D/ST,True
2011,1,1,2SCM,Bench,Demaryius Thomas,DEN,WR,False
2011,1,1,2SCM,Bench,Rex Grossman,WAS,QB,False
2011,1,1,2SCM,K,David Akers,SF,K,True
2011,1,1,2SCM,Bench,Greg Olsen,CAR,TE,False
2011,1,1,2SCM,Bench,Nick Folk,NYJ,K,False
2011,1,1,BBWZ,RB,Ray Rice,BAL,RB,True
2011,1,1,BBWZ,QB,Philip Rivers,LAC,QB,True
2011,1,1,BBWZ,WR,Miles Austin,DAL,WR,True
2011,1,1,BBWZ,Bench,Mike Williams,TB,WR,False
2011,1,1,BBWZ,K,Mason Crosby,GB,K,True
2011,1,1,BBWZ,TE,Heath Miller,PIT,TE,True
2011,1,1,BBWZ,Bench,Maurice Morris,DET,RB,False
2011,1,1,BBWZ,Bench,Reggie Bush,MIA,RB,False
2011,1,1,BBWZ,WR,Antonio Brown,PIT,WR,True
2011,1,1,BBWZ,Bench,Laurent Robinson,DAL,WR,False
2011,1,1,BBWZ,Bench,Harry Douglas,ATL,WR,False
2011,1,1,BBWZ,WR,Malcom Floyd,LAC,WR,True
2011,1,1,BBWZ,RB,Roy Helu,WAS,RB,True
2011,1,1,BBWZ,Bench,Kyle Williams,SF,WR,False
2011,1,1,BBWZ,Bench,Jake Locker,TEN,QB,False
2011,1,1,BBWZ,D/ST,Redskins D/ST,WAS,D/ST,True
2011,1,1,SSS,QB,Drew Brees,NO,QB,True
2011,1,1,SSS,RB,Michael Turner,ATL,RB,True
2011,1,1,SSS,Bench,Santonio Holmes,NYJ,WR,False
2011,1,1,SSS,Bench,Shonn Greene,NYJ,RB,False
2011,1,1,SSS,WR,Michael Crabtree,SF,WR,True
2011,1,1,SSS,Bench,Owen Daniels,HOU,TE,False
2011,1,1,SSS,RB,Beanie Wells,ARI,RB,True
2011,1,1,SSS,D/ST,Packers D/ST,GB,D/ST,True
2011,1,1,SSS,WR,Steve Smith,CAR,WR,True
2011,1,1,SSS,Bench,Deion Branch,NE,WR,False
2011,1,1,SSS,Bench,Ricky Williams,BAL,RB,False
2011,1,1,SSS,TE,Dustin Keller,NYJ,TE,True
2011,1,1,SSS,WR,Eric Decker,DEN,WR,True
2011,1,1,SSS,Bench,Darrius Heyward-Bey,LV,WR,False
2011,1,1,SSS,Bench,Alex Smith,SF,QB,False
2011,1,1,SSS,K,Dan Bailey,DAL,K,True
2011,1,1,PITB,RB,Adrian Peterson,MIN,RB,True
2011,1,1,PITB,Bench,Ben Roethlisberger,PIT,QB,False
2011,1,1,PITB,WR,Mike Wallace,PIT,WR,True
2011,1,1,PITB,Bench,Mario Manningham,NYG,WR,False
2011,1,1,PITB,Bench,Felix Jones,DAL,RB,False
2011,1,1,PITB,TE,Jimmy Graham,NO,TE,True
2011,1,1,PITB,Bench,Kellen Winslow,TB,TE,False
2011,1,1,PITB,K,Sebastian Janikowski,LV,K,True
2011,1,1,PITB,Bench,Devin Hester,CHI,WR,False
2011,1,1,PITB,Bench,Darren Sproles,NO,RB,False
2011,1,1,PITB,WR,Damian Williams,TEN,WR,True
2011,1,1,PITB,D/ST,Cowboys D/ST,DAL,D/ST,True
2011,1,1,PITB,QB,Mark Sanchez,NYJ,QB,True
2011,1,1,PITB,RB,Ryan Grant,GB,RB,True
2011,1,1,PITB,Bench,Chris Ogbonnaya,CLE,RB,False
2011,1,1,PITB,WR,Doug Baldwin,SEA,WR,True
2011,1,1,JAGB,RB,Rashard Mendenhall,PIT,RB,True
2011,1,1,JAGB,QB,Tom Brady,NE,QB,True
2011,1,1,JAGB,Bench,Anquan Boldin,BAL,WR,False
2011,1,1,JAGB,WR,Julio Jones,ATL,WR,True
2011,1,1,JAGB,Bench,Jets D/ST,NYJ,D/ST,False
2011,1,1,JAGB,Bench,Brandon Jacobs,NYG,RB,False
2011,1,1,JAGB,RB,Ben Tate,HOU,RB,True
2011,1,1,JAGB,K,John Kasay,NO,K,True
2011,1,1,JAGB,D/ST,Texans D/ST,HOU,D/ST,True
2011,1,1,JAGB,TE,Brent Celek,PHI,TE,True
2011,1,1,JAGB,Bench,Raiders D/ST,LV,D/ST,False
2011,1,1,JAGB,WR,Nate Burleson,DET,WR,True
2011,1,1,JAGB,Bench,Lance Moore,NO,WR,False
2011,1,1,JAGB,WR,Jacoby Jones,HOU,WR,True
2011,1,1,JAGB,Bench,Lance Ball,DEN,RB,False
2011,1,1,JAGB,Bench,Devery Henderson,NO,WR,False
2011,1,1,JACK,RB,Chris Johnson,TEN,RB,True
2011,1,1,JACK,Bench,Matt Forte,CHI,RB,False
2011,1,1,JACK,QB,Eli Manning,NYG,QB,True
2011,1,1,JACK,WR,Jordy Nelson,GB,WR,True
2011,1,1,JACK,K,Neil Rackers,HOU,K,True
2011,1,1,JACK,Bench,Steve Breaston,KC,WR,False
2011,1,1,JACK,Bench,Kevin Walter,HOU,WR,False
2011,1,1,JACK,WR,Brandon Marshall,MIA,WR,True
2011,1,1,JACK,Bench,Daniel Thomas,MIA,RB,False
2011,1,1,JACK,WR,Wes Welker,NE,WR,True
2011,1,1,JACK,Bench,Jerome Simpson,CIN,WR,False
2011,1,1,JACK,TE,Brandon Pettigrew,DET,TE,True
2011,1,1,JACK,Bench,Jake Ballard,NYG,TE,False
2011,1,1,JACK,D/ST,Giants D/ST,NYG,D/ST,True
2011,1,1,JACK,Bench,Alex Henery,PHI,K,False
2011,1,1,JACK,RB,Kahlil Bell,CHI,RB,True
2011,1,1,CHLK,WR,Larry Fitzgerald,ARI,WR,True
2011,1,1,CHLK,Bench,Reggie Wayne,IND,WR,False
2011,1,1,CHLK,WR,Dez Bryant,DAL,WR,True
2011,1,1,CHLK,TE,Vernon Davis,SF,TE,True
2011,1,1,CHLK,Bench,Mark Ingram,NO,RB,False
2011,1,1,CHLK,D/ST,Steelers D/ST,PIT,D/ST,True
2011,1,1,CHLK,QB,Matthew Stafford,DET,QB,True
2011,1,1,CHLK,RB,Willis McGahee,DEN,RB,True
2011,1,1,CHLK,WR,Plaxico Burress,NYJ,WR,True
2011,1,1,CHLK,Bench,Jon Baldwin,KC,WR,False
2011,1,1,CHLK,RB,DeAngelo Williams,CAR,RB,True
2011,1,1,CHLK,Bench,Braylon Edwards,SF,WR,False
2011,1,1,CHLK,K,Nick Novak,LAC,K,True
2011,1,1,CHLK,Bench,Carson Palmer,LV,QB,False
2011,1,1,CHLK,Bench,Patriots D/ST,NE,D/ST,False
2011,1,1,CHLK,Bench,Titans D/ST,TEN,D/ST,False
2011,1,1,DKEG,QB,Aaron Rodgers,GB,QB,True
2011,1,1,DKEG,Bench,Vincent Jackson,LAC,WR,False
2011,1,1,DKEG,WR,Hakeem Nicks,NYG,WR,True
2011,1,1,DKEG,TE,Jermichael Finley,GB,TE,True
2011,1,1,DKEG,RB,Ahmad Bradshaw,NYG,RB,True
2011,1,1,DKEG,RB,Ryan Mathews,LAC,RB,True
2011,1,1,DKEG,Bench,Jonathan Stewart,CAR,RB,False
2011,1,1,DKEG,D/ST,Ravens D/ST,BAL,D/ST,True
2011,1,1,DKEG,K,Stephen Gostkowski,NE,K,True
2011,1,1,DKEG,WR,Jabar Gaffney,WAS,WR,True
2011,1,1,DKEG,WR,Santana Moss,WAS,WR,True
2011,1,1,DKEG,Bench,Toby Gerhart,MIN,RB,False
2011,1,1,DKEG,Bench,Kyle Orton,KC,QB,False
2011,1,1,DKEG,Bench,Matt Flynn,GB,QB,False
2011,1,1,DKEG,Bench,Earl Bennett,CHI,WR,False
2011,1,1,DKEG,Bench,Josh McCown,CHI,QB,False
2011,1,1,MRYJ,Bench,Andre Johnson,HOU,WR,False
2011,1,1,MRYJ,WR,Calvin Johnson,DET,WR,True
2011,1,1,MRYJ,RB,LeGarrette Blount,TB,RB,True
2011,1,1,MRYJ,TE,Antonio Gates,LAC,TE,True
2011,1,1,MRYJ,Bench,Darren McFadden,LV,RB,False
2011,1,1,MRYJ,QB,Tony Romo,DAL,QB,True
2011,1,1,MRYJ,WR,A.J. Green,CIN,WR,True
2011,1,1,MRYJ,WR,C.J. Spiller,BUF,RB,True
2011,1,1,MRYJ,RB,Pierre Thomas,NO,RB,True
2011,1,1,MRYJ,Bench,James Jones,GB,WR,False
2011,1,1,MRYJ,Bench,Torrey Smith,BAL,WR,False
2011,1,1,MRYJ,Bench,David Nelson,BUF,WR,False
2011,1,1,MRYJ,D/ST,Bills D/ST,BUF,D/ST,True
2011,1,1,MRYJ,Bench,Marion Barber,CHI,RB,False
2011,1,1,MRYJ,Bench,Andy Dalton,CIN,QB,False
2011,1,1,MRYJ,K,Rob Bironas,TEN,K,True
2011,1,1,BALL,RB,Arian Foster,HOU,RB,True
2011,1,1,BALL,WR,Dwayne Bowe,KC,WR,True
2011,1,1,BALL,Bench,BenJarvus Green-Ellis,NE,RB,False
2011,1,1,BALL,WR,Brandon Lloyd,LAR,WR,True
2011,1,1,BALL,Bench,Johnny Knox,CHI,WR,False
2011,1,1,BALL,TE,Rob Gronkowski,NE,TE,True
2011,1,1,BALL,RB,Marshawn Lynch,SEA,RB,True
2011,1,1,BALL,D/ST,Bears D/ST,CHI,D/ST,True
2011,1,1,BALL,Bench,Michael Bush,LV,RB,False
2011,1,1,BALL,Bench,Josh Cribbs,CLE,WR,False
2011,1,1,BALL,Bench,Matt Hasselbeck,TEN,QB,False
2011,1,1,BALL,QB,Cam Newton,CAR,QB,True
2011,1,1,BALL,Bench,Danario Alexander,LAR,WR,False
2011,1,1,BALL,K,Mike Nugent,CIN,K,True
2011,1,1,BALL,WR,Robert Meachem,NO,WR,True
2011,1,1,BALL,Bench,Bengals D/ST,CIN,D/ST,False
