season_year,week,matchup,team_code,slot,player_name,nfl_team,position,is_starter
2017,1,1,PCX,RB,Leonard Fournette,JAX,RB,True
2017,1,1,PCX,WR,Doug Baldwin,SEA,WR,True
2017,1,1,PCX,TE,Travis Kelce,KC,TE,True
2017,1,1,PCX,WR,Keenan Allen,LAC,WR,True
2017,1,1,PCX,QB,Russell Wilson,SEA,QB,True
2017,1,1,PCX,Bench,Kirk Cousins,MIN,QB,False
2017,1,1,PCX,Bench,Jerick McKinnon,SF,RB,False
2017,1,1,PCX,Bench,Rams D/ST,LAR,D/ST,False
2017,1,1,PCX,Bench,Mohamed Sanu,ATL,WR,False
2017,1,1,PCX,D/ST,Ravens D/ST,BAL,D/ST,True
2017,1,1,PCX,FLEX,Dion Lewis,TEN,RB,True
2017,1,1,PCX,RB,Ezekiel Elliott,DAL,RB,True
2017,1,1,PCX,Bench,Alfred Morris,DAL,RB,False
2017,1,1,PCX,Bench,Peyton Barber,TB,RB,False
2017,1,1,PCX,K,Robbie Gould,SF,K,True
2017,1,1,PCX,Bench,Benjamin Watson,NO,TE,False
2017,1,1,GFM,FLEX,Devonta Freeman,ATL,RB,True
2017,1,1,GFM,Bench,DeSean Jackson,TB,WR,False
2017,1,1,GFM,Bench,Tyrod Taylor,CLE,QB,False
2017,1,1,GFM,RB,Alvin Kamara,NO,RB,True
2017,1,1,GFM,Bench,Danny Amendola,MIA,WR,False
2017,1,1,GFM,Bench,Amari Cooper,LV,WR,False
2017,1,1,GFM,Bench,Charles Clay,BUF,TE,False
2017,1,1,GFM,K,Chris Boswell,PIT,K,True
2017,1,1,GFM,RB,LeSean McCoy,BUF,RB,True
2017,1,1,GFM,WR,Stefon Diggs,MIN,WR,True
2017,1,1,GFM,QB,Case Keenum,DEN,QB,True
2017,1,1,GFM,Bench,Dede Westbrook,JAX,WR,False
2017,1,1,GFM,D/ST,Saints D/ST,NO,D/ST,True
2017,1,1,GFM,Bench,Panthers D/ST,CAR,D/ST,False
2017,1,1,GFM,TE,Eric Ebron,IND,TE,True
2017,1,1,GFM,WR,Keelan Cole,JAX,WR,True
2017,1,1,MXLB,Bench,Antonio Brown,PIT,WR,False
2017,1,1,MXLB,WR,Dez Bryant,DAL,WR,True
2017,1,1,MXLB,RB,Lamar Miller,HOU,RB,True
2017,1,1,MXLB,Bench,Bilal Powell,NYJ,RB,False
2017,1,1,MXLB,RB,Mark Ingram,NO,RB,True
2017,1,1,MXLB,FLEX,C.J. Anderson,DEN,RB,True
2017,1,1,MXLB,D/ST,Vikings D/ST,MIN,D/ST,True
2017,1,1,MXLB,Bench,John Brown,BAL,WR,False
2017,1,1,MXLB,TE,Austin Hooper,ATL,TE,True
2017,1,1,MXLB,Bench,Carson Wentz,PHI,QB,False
2017,1,1,MXLB,K,Kai Forbath,MIN,K,True
2017,1,1,MXLB,WR,Josh Gordon,CLE,WR,True
2017,1,1,MXLB,Bench,Colts D/ST,IND,D/ST,False
2017,1,1,MXLB,Bench,Eli Manning,NYG,QB,False
2017,1,1,MXLB,QB,Jimmy Garoppolo,SF,QB,True
2017,1,1,MXLB,Bench,Nick Foles,PHI,QB,False
2017,1,1,BRIM,WR,Julio Jones,ATL,WR,True
2017,1,1,BRIM,RB,Marshawn Lynch,LV,RB,True
2017,1,1,BRIM,Bench,Tyreek Hill,KC,WR,False
2017,1,1,BRIM,FLEX,Larry Fitzgerald,ARI,WR,True
2017,1,1,BRIM,Bench,Kyle Rudolph,MIN,TE,False
2017,1,1,BRIM,QB,Matthew Stafford,DET,QB,True
2017,1,1,BRIM,RB,Latavius Murray,MIN,RB,True
2017,1,1,BRIM,Bench,Danny Woodhead,BAL,RB,False
2017,1,1,BRIM,WR,Adam Thielen,MIN,WR,True
2017,1,1,BRIM,D/ST,Seahawks D/ST,SEA,D/ST,True
2017,1,1,BRIM,Bench,Philip Rivers,LAC,QB,False
2017,1,1,BRIM,K,Matt Prater,DET,K,True
2017,1,1,BRIM,Bench,Ted Ginn Jr.,NO,WR,False
2017,1,1,BRIM,TE,Jack Doyle,IND,TE,True
2017,1,1,BRIM,Bench,LeGarrette Blount,DET,RB,False
2017,1,1,BRIM,Bench,Ryan Grant,IND,WR,False
2017,1,1,SSS,WR,Mike Evans,TB,WR,True
2017,1,1,SSS,RB,Melvin Gordon,LAC,RB,True
2017,1,1,SSS,Bench,Joe Mixon,CIN,RB,False
2017,1,1,SSS,WR,Golden Tate,DET,WR,True
2017,1,1,SSS,FLEX,Isaiah Crowell,NYJ,RB,True
2017,1,1,SSS,Bench,Rishard Matthews,TEN,WR,False
2017,1,1,SSS,Bench,Jared Goff,LAR,QB,False
2017,1,1,SSS,QB,Ben Roethlisberger,PIT,QB,True
2017,1,1,SSS,Bench,Orleans Darkwa,NYG,RB,False
2017,1,1,SSS,RB,Theo Riddick,DET,RB,True
2017,1,1,SSS,Bench,Marquise Goodwin,SF,WR,False
2017,1,1,SSS,Bench,Corey Coleman,CLE,WR,False
2017,1,1,SSS,Bench,Chris Ivory,BUF,RB,False
2017,1,1,SSS,D/ST,Redskins D/ST,WAS,D/ST,True
2017,1,1,SSS,K,Josh Lambo,JAX,K,True
2017,1,1,SSS,TE,Jesse James,PIT,TE,True
2017,1,1,PITB,RB,Jordan Howard,CHI,RB,True
2017,1,1,PITB,RB,Jay Ajayi,PHI,RB,True
2017,1,1,PITB,WR,Demaryius Thomas,DEN,WR,True
2017,1,1,PITB,WR,Michael Crabtree,BAL,WR,True
2017,1,1,PITB,QB,Cam Newton,CAR,QB,True
2017,1,1,PITB,TE,Zach Ertz,PHI,TE,True
2017,1,1,PITB,Bench,Dak Prescott,DAL,QB,False
2017,1,1,PITB,Bench,Giovani Bernard,CIN,RB,False
2017,1,1,PITB,Bench,Adam Vinatieri,IND,K,False
2017,1,1,PITB,D/ST,Jaguars D/ST,JAX,D/ST,True
2017,1,1,PITB,Bench,Duke Johnson Jr.,CLE,RB,False
2017,1,1,PITB,Bench,Jordan Matthews,NE,WR,False
2017,1,1,PITB,Bench,Sterling Shepard,NYG,WR,False
2017,1,1,PITB,FLEX,Devin Funchess,CAR,WR,True
2017,1,1,PITB,Bench,Ed Dickson,SEA,TE,False
2017,1,1,PITB,K,Nick Rose,LAC,K,True
2017,1,1,JAGB,TE,Rob Gronkowski,NE,TE,True
2017,1,1,JAGB,Bench,DeMarco Murray,TEN,RB,False
2017,1,1,JAGB,Bench,DeAndre Hopkins,HOU,WR,False
2017,1,1,JAGB,FLEX,Tevin Coleman,ATL,RB,True
2017,1,1,JAGB,RB,Derrick Henry,TEN,RB,True
2017,1,1,JAGB,Bench,Randall Cobb,GB,WR,False
2017,1,1,JAGB,K,Matt Bryant,ATL,K,True
2017,1,1,JAGB,Bench,Eagles D/ST,PHI,D/ST,False
2017,1,1,JAGB,Bench,Jake Elliott,PHI,K,False
2017,1,1,JAGB,QB,Blake Bortles,JAX,QB,True
2017,1,1,JAGB,D/ST,Patriots D/ST,NE,D/ST,True
2017,1,1,JAGB,Bench,Rod Smith,DAL,RB,False
2017,1,1,JAGB,WR,Martavis Bryant,PIT,WR,True
2017,1,1,JAGB,Bench,Jason Witten,DAL,TE,False
2017,1,1,JAGB,RB,Mike Davis,SEA,RB,True
2017,1,1,JAGB,WR,Will Fuller V,HOU,WR,True
2017,1,1,LNO,QB,Tom Brady,NE,QB,True
2017,1,1,LNO,WR,Kenny Stills,MIA,WR,True
2017,1,1,LNO,Bench,Tyler Kroft,CIN,TE,False
2017,1,1,LNO,Bench,Tyler Lockett,SEA,WR,False
2017,1,1,LNO,Bench,Jermaine Kearse,NYJ,WR,False
2017,1,1,LNO,Bench,Doug Martin,LV,RB,False
2017,1,1,LNO,Bench,DeVante Parker,MIA,WR,False
2017,1,1,LNO,K,Wil Lutz,NO,K,True
2017,1,1,LNO,D/ST,Lions D/ST,DET,D/ST,True
2017,1,1,LNO,WR,T.Y. Hilton,IND,WR,True
2017,1,1,LNO,TE,Jared Cook,LV,TE,True
2017,1,1,LNO,Bench,Ty Montgomery,GB,RB,False
2017,1,1,LNO,RB,Samaje Perine,WAS,RB,True
2017,1,1,LNO,RB,Jonathan Stewart,NYG,RB,True
2017,1,1,LNO,Bench,Emmanuel Sanders,DEN,WR,False
2017,1,1,LNO,FLEX,Robby Anderson,NYJ,WR,True
2017,1,1,CHLK,FLEX,Christian McCaffrey,CAR,RB,True
2017,1,1,CHLK,RB,Carlos Hyde,CLE,RB,True
2017,1,1,CHLK,WR,Davante Adams,GB,WR,True
2017,1,1,CHLK,TE,Jimmy Graham,GB,TE,True
2017,1,1,CHLK,QB,Derek Carr,LV,QB,True
2017,1,1,CHLK,Bench,Marcus Mariota,TEN,QB,False
2017,1,1,CHLK,Bench,Cooper Kupp,LAR,WR,False
2017,1,1,CHLK,WR,Nelson Agholor,PHI,WR,True
2017,1,1,CHLK,Bench,JuJu Smith-Schuster,PIT,WR,False
2017,1,1,CHLK,Bench,Paul Richardson,WAS,WR,False
2017,1,1,CHLK,Bench,Damien Williams,KC,RB,False
2017,1,1,CHLK,RB,Jamaal Williams,GB,RB,True
2017,1,1,CHLK,Bench,Austin Ekeler,LAC,RB,False
2017,1,1,CHLK,Bench,Rex Burkhead,NE,RB,False
2017,1,1,CHLK,K,Harrison Butker,KC,K,True
2017,1,1,CHLK,D/ST,Titans D/ST,TEN,D/ST,True
2017,1,1,DKEG,Bench,Jordy Nelson,LV,WR,False
2017,1,1,DKEG,Bench,Kelvin Benjamin,BUF,WR,False
2017,1,1,DKEG,RB,Kareem Hunt,KC,RB,True
2017,1,1,DKEG,Bench,Greg Olsen,CAR,TE,False
2017,1,1,DKEG,K,Justin Tucker,BAL,K,True
2017,1,1,DKEG,D/ST,Chiefs D/ST,KC,D/ST,True
2017,1,1,DKEG,Bench,Chris Hogan,NE,WR,False
2017,1,1,DKEG,QB,Alex Smith,WAS,QB,True
2017,1,1,DKEG,TE,Evan Engram,NYG,TE,True
2017,1,1,DKEG,RB,Kenyan Drake,MIA,RB,True
2017,1,1,DKEG,WR,Robert Woods,LAR,WR,True
2017,1,1,DKEG,WR,Mike Wallace,PHI,WR,True
2017,1,1,DKEG,Bench,Jameis Winston,TB,QB,False
2017,1,1,DKEG,FLEX,Kerwynn Williams,ARI,RB,True
2017,1,1,DKEG,Bench,Packers D/ST,GB,D/ST,False
2017,1,1,DKEG,Bench,Phillip Dorsett,NE,WR,False
2017,1,1,MRYJ,FLEX,Le'Veon Bell,PIT,RB,True
2017,1,1,MRYJ,WR,Brandin Cooks,LAR,WR,True
2017,1,1,MRYJ,QB,Drew Brees,NO,QB,True
2017,1,1,MRYJ,WR,Michael Thomas,NO,WR,True
2017,1,1,MRYJ,TE,Delanie Walker,TEN,TE,True
2017,1,1,MRYJ,Bench,Marlon Mack,IND,RB,False
2017,1,1,MRYJ,Bench,Sammy Watkins,KC,WR,False
2017,1,1,MRYJ,RB,Alex Collins,BAL,RB,True
2017,1,1,MRYJ,RB,Todd Gurley II,LAR,RB,True
2017,1,1,MRYJ,Bench,Josh Doctson,WAS,WR,False
2017,1,1,MRYJ,Bench,Chargers D/ST,LAC,D/ST,False
2017,1,1,MRYJ,Bench,Javorius Allen,BAL,RB,False
2017,1,1,MRYJ,D/ST,Bears D/ST,CHI,D/ST,True
2017,1,1,MRYJ,K,Phil Dawson,ARI,K,True
2017,1,1,MRYJ,Bench,Sam Ficken,LAR,K,False
2017,1,1,MRYJ,Bench,Eli Rogers,PIT,WR,False
2017,1,1,WZRD,WR,A.J. Green,CIN,WR,True
2017,1,1,WZRD,WR,Alshon Jeffery,PHI,WR,True
2017,1,1,WZRD,QB,Matt Ryan,ATL,QB,True
2017,1,1,WZRD,Bench,Jordan Reed,WAS,TE,False
2017,1,1,WZRD,RB,Frank Gore,MIA,RB,True
2017,1,1,WZRD,Bench,James White,NE,RB,False
2017,1,1,WZRD,RB,Matt Forte,NYJ,RB,True
2017,1,1,WZRD,FLEX,Marvin Jones Jr.,DET,WR,True
2017,1,1,WZRD,K,Stephen Gostkowski,NE,K,True
2017,1,1,WZRD,Bench,Mason Crosby,GB,K,False
2017,1,1,WZRD,Bench,Marqise Lee,JAX,WR,False
2017,1,1,WZRD,Bench,Ameer Abdullah,DET,RB,False
2017,1,1,WZRD,Bench,Jarvis Landry,CLE,WR,False
2017,1,1,WZRD,D/ST,Cardinals D/ST,ARI,D/ST,True
2017,1,1,WZRD,TE,Vernon Davis,WAS,TE,True
2017,1,1,WZRD,Bench,Jamison Crowder,WAS,WR,False
