season_year,week,matchup,team_code,slot,player_name,nfl_team,position,is_starter
2014,1,1,PCX,WR,Demaryius Thomas,DEN,WR,True
2014,1,1,PCX,WR,A.J. Green,CIN,WR,True
2014,1,1,PCX,QB,Russell Wilson,SEA,QB,True
2014,1,1,PCX,Bench,Jordan Reed,WAS,TE,False
2014,1,1,PCX,Bench,Carlos Hyde,SF,RB,False
2014,1,1,PCX,D/ST,Bills D/ST,BUF,D/ST,True
2014,1,1,PCX,Bench,Alfred Blue,HOU,RB,False
2014,1,1,PCX,FLEX,Odell Beckham Jr.,NYG,WR,True
2014,1,1,PCX,K,Cody Parkey,PHI,K,True
2014,1,1,PCX,RB,C.J. Anderson,DEN,RB,True
2014,1,1,PCX,TE,Jason Witten,DAL,TE,True
2014,1,1,PCX,Bench,Robert Turbin,SEA,RB,False
2014,1,1,PCX,Bench,Kerwynn Williams,ARI,RB,False
2014,1,1,PCX,Bench,Josh Brown,NYG,K,False
2014,1,1,PCX,Bench,Lions D/ST,DET,D/ST,False
2014,1,1,PCX,RB,Jonas Gray,NE,RB,True
2014,1,1,GFM,RB,Arian Foster,HOU,RB,True
2014,1,1,GFM,TE,Rob Gronkowski,NE,TE,True
2014,1,1,GFM,Bench,Percy Harvin,BUF,WR,False
2014,1,1,GFM,QB,Tom Brady,NE,QB,True
2014,1,1,GFM,Bench,Steven Jackson,ATL,RB,False
2014,1,1,GFM,RB,Fred Jackson,BUF,RB,True
2014,1,1,GFM,Bench,Boobie Dixon,BUF,RB,False
2014,1,1,GFM,K,Mason Crosby,GB,K,True
2014,1,1,GFM,FLEX,Jordan Matthews,PHI,WR,True
2014,1,1,GFM,Bench,Texans D/ST,HOU,D/ST,False
2014,1,1,GFM,WR,Dez Bryant,DAL,WR,True
2014,1,1,GFM,Bench,Davante Adams,GB,WR,False
2014,1,1,GFM,Bench,Wes Welker,DEN,WR,False
2014,1,1,GFM,WR,Charles Johnson,MIN,WR,True
2014,1,1,GFM,D/ST,Rams D/ST,LAR,D/ST,True
2014,1,1,GFM,Bench,Toby Gerhart,JAX,RB,False
2014,1,1,MXLB,RB,Matt Forte,CHI,RB,True
2014,1,1,MXLB,RB,DeMarco Murray,PHI,RB,True
2014,1,1,MXLB,QB,Matthew Stafford,DET,QB,True
2014,1,1,MXLB,Bench,Kyle Rudolph,MIN,TE,False
2014,1,1,MXLB,WR,Jeremy Maclin,KC,WR,True
2014,1,1,MXLB,Bench,Eric Decker,NYJ,WR,False
2014,1,1,MXLB,WR,Mike Wallace,MIN,WR,True
2014,1,1,MXLB,Bench,Darren Sproles,PHI,RB,False
2014,1,1,MXLB,FLEX,Kelvin Benjamin,CAR,WR,True
2014,1,1,MXLB,Bench,Andy Dalton,CIN,QB,False
2014,1,1,MXLB,Bench,Matt Asiata,MIN,RB,False
2014,1,1,MXLB,TE,Heath Miller,PIT,TE,True
2014,1,1,MXLB,D/ST,Vikings D/ST,MIN,D/ST,True
2014,1,1,MXLB,K,Caleb Sturgis,MIA,K,True
2014,1,1,MXLB,Bench,Joseph Randle,DAL,RB,False
2014,1,1,MXLB,Bench,Connor Barth,DEN,K,False
2014,1,1,BRIM,QB,Peyton Manning,DEN,QB,True
2014,1,1,BRIM,Bench,Julian Edelman,NE,WR,False
2014,1,1,BRIM,RB,Shane Vereen,NYG,RB,True
2014,1,1,BRIM,D/ST,49ers D/ST,SF,D/ST,True
2014,1,1,BRIM,K,Blair Walsh,MIN,K,True
2014,1,1,BRIM,Bench,Knile Davis,KC,RB,False
2014,1,1,BRIM,WR,T.Y. Hilton,IND,WR,True
2014,1,1,BRIM,Bench,Owen Daniels,DEN,TE,False
2014,1,1,BRIM,WR,Doug Baldwin,SEA,WR,True
2014,1,1,BRIM,Bench,Ronnie Hillman,DEN,RB,False
2014,1,1,BRIM,TE,Jared Cook,LAR,TE,True
2014,1,1,BRIM,Bench,Benjamin Cunningham,LAR,RB,False
2014,1,1,BRIM,RB,Latavius Murray,LV,RB,True
2014,1,1,BRIM,FLEX,Torrey Smith,SF,WR,True
2014,1,1,BRIM,Bench,Denard Robinson,JAX,RB,False
2014,1,1,BRIM,Bench,Stepfan Taylor,ARI,RB,False
2014,1,1,SSS,WR,Calvin Johnson,DET,WR,True
2014,1,1,SSS,RB,Alfred Morris,WAS,RB,True
2014,1,1,SSS,FLEX,Doug Martin,TB,RB,True
2014,1,1,SSS,QB,Matt Ryan,ATL,QB,True
2014,1,1,SSS,TE,Greg Olsen,CAR,TE,True
2014,1,1,SSS,WR,Michael Floyd,ARI,WR,True
2014,1,1,SSS,K,Dan Bailey,DAL,K,True
2014,1,1,SSS,Bench,Delanie Walker,TEN,TE,False
2014,1,1,SSS,RB,Justin Forsett,BAL,RB,True
2014,1,1,SSS,Bench,Terrance West,CLE,RB,False
2014,1,1,SSS,Bench,Bobby Rainey,TB,RB,False
2014,1,1,SSS,Bench,Mohamed Sanu,CIN,WR,False
2014,1,1,SSS,D/ST,Colts D/ST,IND,D/ST,True
2014,1,1,SSS,Bench,Brandon LaFell,NE,WR,False
2014,1,1,SSS,Bench,Billy Cundiff,CLE,K,False
2014,1,1,SSS,Bench,Ryan Tannehill,MIA,QB,False
2014,1,1,PITB,RB,Jamaal Charles,KC,RB,True
2014,1,1,PITB,WR,Jordy Nelson,GB,WR,True
2014,1,1,PITB,Bench,Giovani Bernard,CIN,RB,False
2014,1,1,PITB,Bench,Vincent Jackson,TB,WR,False
2014,1,1,PITB,Bench,Robert Griffin,WAS,QB,False
2014,1,1,PITB,Bench,Jordan Cameron,MIA,TE,False
2014,1,1,PITB,QB,Tony Romo,DAL,QB,True
2014,1,1,PITB,D/ST,Broncos D/ST,DEN,D/ST,True
2014,1,1,PITB,Bench,Justin Tucker,BAL,K,False
2014,1,1,PITB,Bench,Chris Ivory,NYJ,RB,False
2014,1,1,PITB,WR,Golden Tate,DET,WR,True
2014,1,1,PITB,FLEX,Dwayne Bowe,CLE,WR,True
2014,1,1,PITB,Bench,Luke Willson,SEA,TE,False
2014,1,1,PITB,RB,Isaiah Crowell,CLE,RB,True
2014,1,1,PITB,K,Nick Novak,LAC,K,True
2014,1,1,PITB,TE,Coby Fleener,IND,TE,True
2014,1,1,JAGB,QB,Andrew Luck,IND,QB,True
2014,1,1,JAGB,RB,Bishop Sankey,TEN,RB,True
2014,1,1,JAGB,WR,Sammy Watkins,BUF,WR,True
2014,1,1,JAGB,D/ST,Cardinals D/ST,ARI,D/ST,True
2014,1,1,JAGB,TE,Martellus Bennett,CHI,TE,True
2014,1,1,JAGB,WR,Mike Evans,TB,WR,True
2014,1,1,JAGB,Bench,Ray Rice,,RB,False
2014,1,1,JAGB,RB,Jonathan Stewart,CAR,RB,True
2014,1,1,JAGB,Bench,Pierre Thomas,NO,RB,False
2014,1,1,JAGB,Bench,Mychal Rivera,LV,TE,False
2014,1,1,JAGB,Bench,Le'Veon Bell,PIT,RB,False
2014,1,1,JAGB,FLEX,Andre Johnson,IND,WR,True
2014,1,1,JAGB,Bench,Chris Johnson,NYJ,RB,False
2014,1,1,JAGB,K,Shaun Suisham,PIT,K,True
2014,1,1,JAGB,Bench,Michael Bush,ARI,RB,False
2014,1,1,JAGB,Bench,Donte Moncrief,IND,WR,False
2014,1,1,LNO,RB,Eddie Lacy,GB,RB,True
2014,1,1,LNO,QB,Drew Brees,NO,QB,True
2014,1,1,LNO,WR,Randall Cobb,GB,WR,True
2014,1,1,LNO,Bench,Frank Gore,IND,RB,False
2014,1,1,LNO,Bench,Marques Colston,NO,WR,False
2014,1,1,LNO,FLEX,Emmanuel Sanders,DEN,WR,True
2014,1,1,LNO,Bench,Anquan Boldin,SF,WR,False
2014,1,1,LNO,TE,Travis Kelce,KC,TE,True
2014,1,1,LNO,D/ST,Eagles D/ST,PHI,D/ST,True
2014,1,1,LNO,WR,DeAndre Hopkins,HOU,WR,True
2014,1,1,LNO,RB,Charles Sims,TB,RB,True
2014,1,1,LNO,Bench,Roy Helu,LV,RB,False
2014,1,1,LNO,Bench,Greg Jennings,MIA,WR,False
2014,1,1,LNO,Bench,Jarvis Landry,MIA,WR,False
2014,1,1,LNO,Bench,Derek Hagan,TEN,WR,False
2014,1,1,LNO,K,Randy Bullock,HOU,K,True
2014,1,1,CHLK,RB,LeSean McCoy,BUF,RB,True
2014,1,1,CHLK,WR,Antonio Brown,PIT,WR,True
2014,1,1,CHLK,TE,Julius Thomas,JAX,TE,True
2014,1,1,CHLK,Bench,Ben Tate,PIT,RB,False
2014,1,1,CHLK,Bench,Michael Crabtree,LV,WR,False
2014,1,1,CHLK,Bench,Colin Kaepernick,SF,QB,False
2014,1,1,CHLK,WR,Reggie Wayne,IND,WR,True
2014,1,1,CHLK,RB,Mark Ingram,NO,RB,True
2014,1,1,CHLK,Bench,Lamar Miller,MIA,RB,False
2014,1,1,CHLK,Bench,Dwayne Allen,IND,TE,False
2014,1,1,CHLK,FLEX,Tre Mason,LAR,RB,True
2014,1,1,CHLK,Bench,Cecil Shorts III,HOU,WR,False
2014,1,1,CHLK,QB,Eli Manning,NYG,QB,True
2014,1,1,CHLK,K,Cairo Santos,KC,K,True
2014,1,1,CHLK,D/ST,Giants D/ST,NYG,D/ST,True
2014,1,1,CHLK,Bench,Andrew Quarless,GB,TE,False
2014,1,1,DKEG,RB,Marshawn Lynch,SEA,RB,True
2014,1,1,DKEG,QB,Aaron Rodgers,GB,QB,True
2014,1,1,DKEG,WR,Alshon Jeffery,CHI,WR,True
2014,1,1,DKEG,Bench,Rashad Jennings,NYG,RB,False
2014,1,1,DKEG,WR,Roddy White,ATL,WR,True
2014,1,1,DKEG,K,Stephen Gostkowski,NE,K,True
2014,1,1,DKEG,Bench,DeAngelo Williams,PIT,RB,False
2014,1,1,DKEG,RB,LeGarrette Blount,NE,RB,True
2014,1,1,DKEG,TE,Larry Donnell,NYG,TE,True
2014,1,1,DKEG,Bench,Branden Oliver,LAC,RB,False
2014,1,1,DKEG,D/ST,Packers D/ST,GB,D/ST,True
2014,1,1,DKEG,Bench,Dolphins D/ST,MIA,D/ST,False
2014,1,1,DKEG,Bench,Andrew Hawkins,CLE,WR,False
2014,1,1,DKEG,Bench,Daniel Herron,IND,RB,False
2014,1,1,DKEG,Bench,Kenny Stills,MIA,WR,False
2014,1,1,DKEG,FLEX,Keenan Allen,LAC,WR,True
2014,1,1,MRYJ,TE,Jimmy Graham,SEA,TE,True
2014,1,1,MRYJ,FLEX,Julio Jones,ATL,WR,True
2014,1,1,MRYJ,Bench,Pierre Garcon,WAS,WR,False
2014,1,1,MRYJ,Bench,Trent Richardson,LV,RB,False
2014,1,1,MRYJ,Bench,Philip Rivers,LAC,QB,False
2014,1,1,MRYJ,QB,Ben Roethlisberger,PIT,QB,True
2014,1,1,MRYJ,RB,Jeremy Hill,CIN,RB,True
2014,1,1,MRYJ,RB,Joique Bell,DET,RB,True
2014,1,1,MRYJ,WR,Josh Gordon,CLE,WR,True
2014,1,1,MRYJ,WR,Martavis Bryant,PIT,WR,True
2014,1,1,MRYJ,Bench,Reggie Bush,SF,RB,False
2014,1,1,MRYJ,K,Adam Vinatieri,IND,K,True
2014,1,1,MRYJ,D/ST,Patriots D/ST,NE,D/ST,True
2014,1,1,MRYJ,Bench,Ravens D/ST,BAL,D/ST,False
2014,1,1,MRYJ,Bench,Malcom Floyd,LAC,WR,False
2014,1,1,MRYJ,Bench,Harry Douglas,TEN,WR,False
2014,1,1,WZRD,Bench,Adrian Peterson,MIN,RB,False
2014,1,1,WZRD,Bench,Ryan Mathews,PHI,RB,False
2014,1,1,WZRD,Bench,Larry Fitzgerald,ARI,WR,False
2014,1,1,WZRD,FLEX,DeSean Jackson,WAS,WR,True
2014,1,1,WZRD,D/ST,Seahawks D/ST,SEA,D/ST,True
2014,1,1,WZRD,Bench,Terrance Williams,DAL,WR,False
2014,1,1,WZRD,Bench,Darren McFadden,DAL,RB,False
2014,1,1,WZRD,Bench,Jay Cutler,CHI,QB,False
2014,1,1,WZRD,K,Steven Hauschka,SEA,K,True
2014,1,1,WZRD,TE,Antonio Gates,LAC,TE,True
2014,1,1,WZRD,WR,Steve Smith Sr.,BAL,WR,True
2014,1,1,WZRD,RB,Andre Williams,NYG,RB,True
2014,1,1,WZRD,WR,Kenny Britt,LAR,WR,True
2014,1,1,WZRD,Bench,Teddy Bridgewater,MIN,QB,False
2014,1,1,WZRD,RB,Shonn Greene,TEN,RB,True
2014,1,1,WZRD,QB,Joe Flacco,BAL,QB,True
