week,matchup,home_team,away_team,home_score,away_score,winner,margin
10,6,AC,2SCM,54.0,72.0,2SCM,18.0
11,1,BBRS,2SCM,75.0,96.0,2SCM,21.0
11,2,GOW,SWEE,111.0,71.0,GOW,40.0
11,3,DKGG,GFM,72.0,78.0,GFM,6.0
11,4,KNAB,COCK,143.0,77.0,KNAB,66.0
11,5,AC,PTB,63.0,79.0,PTB,16.0
11,6,mji,BBWZ,100.0,72.0,mji,28.0
12,1,BBRS,mji,98.0,91.0,BBRS,7.0
12,2,2SCM,PTB,80.0,106.0,PTB,26.0
12,3,GOW,GFM,115.0,105.0,GOW,10.0
12,4,COCK,SWEE,60.0,94.0,SWEE,34.0
12,5,DKGG,KNAB,105.0,136.0,KNAB,31.0
12,6,BBWZ,AC,112.0,114.0,AC,2.0
13,1,BBWZ,2SCM,75.0,74.0,BBWZ,1.0
13,2,BBRS,PTB,82.0,104.0,PTB,22.0
13,3,DKGG,GOW,89.0,102.0,GOW,13.0
13,4,COCK,GFM,85.0,91.0,GFM,6.0
13,5,KNAB,SWEE,96.0,96.0,TIE,0.0
13,6,mji,AC,104.0,88.0,mji,16.0
14,1,GFM,AWAY,108.0,0.0,GFM,108.0
14,2,COCK,GOW,65.0,112.0,GOW,47.0
14,3,mji,BBRS,69.0,116.0,BBRS,47.0
14,4,PTB,AWAY,131.0,0.0,PTB,131.0
14,5,2SCM,AC,67.0,108.0,AC,41.0
14,6,SWEE,DKGG,73.0,105.0,DKGG,32.0
14,7,KNAB,BBWZ,105.0,70.0,KNAB,35.0
15,1,GFM,GOW,80.0,65.0,GFM,15.0
15,2,PTB,BBRS,67.0,109.0,BBRS,42.0
15,3,mji,COCK,112.0,69.0,mji,43.0
15,4,AC,DKGG,78.0,75.0,AC,3.0
15,5,2SCM,KNAB,92.0,97.0,KNAB,5.0
15,6,SWEE,BBWZ,73.0,113.0,BBWZ,40.0
16,1,GFM,BBRS,99.0,83.0,GFM,16.0
16,2,PTB,GOW,148.0,120.0,PTB,28.0
16,3,mji,COCK,60.0,91.0,COCK,31.0
16,4,AC,KNAB,68.0,84.0,KNAB,16.0
16,5,DKGG,BBWZ,81.0,110.0,BBWZ,29.0
16,6,2SCM,SWEE,121.0,104.0,2SCM,17.0
