year,round,round_pick,team_abbrev,player_id,player_name,bid_amount,keeper,nominating_team
2023,1,1,CHLK,3117251,Christian McCaffrey,0.0,False,
2023,1,2,PKMC,4262921,Justin Jefferson,0.0,False,
2023,1,3,WZRD,3068267,Austin Ekeler,0.0,False,
2023,1,4,GFM,4362628,Ja'Marr Chase,0.0,False,
2023,1,5,PCX,15847,Travis Kelce,0.0,False,
2023,1,6,TACT,3116406,Tyreek Hill,0.0,False,
2023,1,7,SSBB,3128720,Nick Chubb,0.0,False,
2023,1,8,BRIM,3929630,Saquon Barkley,0.0,False,
2023,1,9,LNO,2977187,Cooper Kupp,0.0,False,
2023,1,10,JAGB,4430807,Bijan Robinson,0.0,False,
2023,1,11,MXLB,3043078,Derrick Henry,0.0,False,
2023,1,12,MRYJ,3916148,Tony Pollard,0.0,False,
2023,2,1,MRYJ,4047646,A.J. Brown,0.0,False,
2023,2,2,MXLB,4242335,Jonathan Taylor,0.0,False,
2023,2,3,JAGB,4241389,CeeDee Lamb,0.0,False,
2023,2,4,LNO,2976212,Stefon Diggs,0.0,False,
2023,2,5,BRIM,3126486,Deebo Samuel,0.0,False,
2023,2,6,SSBB,4241457,Najee Harris,0.0,False,
2023,2,7,TACT,16800,Davante Adams,0.0,False,
2023,2,8,PCX,3139477,Patrick Mahomes,0.0,False,
2023,2,9,GFM,4040715,Jalen Hurts,0.0,False,
2023,2,10,WZRD,4374302,Amon-Ra St. Brown,0.0,False,
2023,2,11,PKMC,3918298,Josh Allen,0.0,False,
2023,2,12,CHLK,4372016,Jaylen Waddle,0.0,False,
2023,3,1,CHLK,3925357,Calvin Ridley,0.0,False,
2023,3,2,PKMC,4361370,Chris Olave,0.0,False,
2023,3,3,WZRD,4239996,Travis Etienne Jr.,0.0,False,
2023,3,4,GFM,4360238,Dameon Pierce,0.0,False,
2023,3,5,PCX,3116385,Joe Mixon,0.0,False,
2023,3,6,TACT,3915511,Joe Burrow,0.0,False,
2023,3,7,SSBB,3916387,Lamar Jackson,0.0,False,
2023,3,8,BRIM,4047650,DK Metcalf,0.0,False,
2023,3,9,LNO,4047365,Josh Jacobs,0.0,False,
