year,round,round_pick,team_abbrev,player_id,player_name,bid_amount,keeper,nominating_team
2014,1,1,FYOU,12514,LeSean McCoy,0.0,False,
2014,1,2,WTWZ,10452,Adrian Peterson,0.0,False,
2014,1,3,PTBS,11307,Jamaal Charles,0.0,False,
2014,1,4,SSS,10447,Calvin Johnson,0.0,False,
2014,1,5,MRYJ,13232,Jimmy Graham,0.0,False,
2014,1,6,MXBN,11278,Matt Forte,0.0,False,
2014,1,7,DKGG,10456,Marshawn Lynch,0.0,False,
2014,1,8,COCK,13216,Demaryius Thomas,0.0,False,
2014,1,9,LNDS,15848,Eddie Lacy,0.0,False,
2014,1,10,BRIM,1428,Peyton Manning,0.0,False,
2014,1,11,JGBM,9705,Brandon Marshall,0.0,False,
2014,1,12,GRFM,15823,Montee Ball,0.0,False,
2014,2,1,GRFM,12497,Arian Foster,0.0,False,
2014,2,2,JGBM,14874,Andrew Luck,0.0,False,
2014,2,3,BRIM,13215,Dez Bryant,0.0,False,
2014,2,4,LNDS,2580,Drew Brees,0.0,False,
2014,2,5,COCK,13983,A.J. Green,0.0,False,
2014,2,6,DKGG,8439,Aaron Rodgers,0.0,False,
2014,2,7,MXBN,14005,DeMarco Murray,0.0,False,
2014,2,8,MRYJ,13982,Julio Jones,0.0,False,
2014,2,9,SSS,15009,Alfred Morris,0.0,False,
2014,2,10,PTBS,11270,Jordy Nelson,0.0,False,
2014,2,11,WTWZ,13204,Ryan Mathews,0.0,False,
2014,2,12,FYOU,13934,Antonio Brown,0.0,False,
2014,3,1,FYOU,14204,Julius Thomas,0.0,False,
2014,3,2,WTWZ,5528,Larry Fitzgerald,0.0,False,
2014,3,3,PTBS,15826,Giovani Bernard,0.0,False,
2014,3,4,SSS,14885,Doug Martin,0.0,False,
2014,3,5,MRYJ,15825,Le'Veon Bell,0.0,False,
2014,3,6,MXBN,12483,Matthew Stafford,0.0,False,
2014,3,7,DKGG,14912,Alshon Jeffery,0.0,False,
2014,3,8,COCK,15893,Andre Ellington,0.0,False,
2014,3,9,LNDS,14053,Randall Cobb,0.0,False,
2014,3,10,BRIM,5941,Wes Welker,0.0,False,
2014,3,11,JGBM,15996,Zac Stacy,0.0,False,
2014,3,12,GRFM,13229,Rob Gronkowski,0.0,False,
2014,4,1,GRFM,15807,Cordarrelle Patterson,0.0,False,
2014,4,2,JGBM,9588,Reggie Bush,0.0,False,
2014,4,3,BRIM,13211,Toby Gerhart,0.0,False,
2014,4,4,LNDS,8479,Frank Gore,0.0,False,
2014,4,5,COCK,15818,Keenan Allen,0.0,False,
2014,4,6,DKGG,12503,Rashad Jennings,0.0,False,
2014,4,7,MXBN,13203,C.J. Spiller,0.0,False,
