season_year,week,team_code,change_type,player_name,previous_week,draft_round,draft_pick,slot_type,is_starter
2024,6,BRIM,added,Dameon Pierce,,,,bench,False
2024,6,BRIM,dropped,Jake Moody,5,15,11,,
2024,6,BRIM,dropped,Carson Steele,5,,,,
2024,7,BRIM,added,D'Ernest Johnson,,,,starters,False
2024,7,BRIM,dropped,Dameon Pierce,6,,,,
2024,9,BRIM,added,Calvin Austin III,,,,bench,False
2024,9,BRIM,dropped,D'Ernest Johnson,8,,,,
2024,10,BRIM,added,Mike Gesicki,,,,starters,False
2024,10,BRIM,dropped,Cole Kmet,9,11,2,,
2024,11,BRIM,added,Jake Moody,,15,11,starters,False
2024,11,BRIM,added,Texans D/ST,,16,8,starters,False
2024,11,BRIM,added,Gus Edwards,,7,6,bench,False
2024,11,BRIM,dropped,Jerome Ford,10,9,11,,
2024,11,BRIM,dropped,Younghoe Koo,10,15,3,,
2024,11,BRIM,dropped,Jets D/St,10,12,2,,
2024,14,BRIM,added,Chargers D/ST,,,,starters,False
2024,14,BRIM,dropped,Mike Gesicki,13,,,,
2024,15,BRIM,added,Patrick Taylor Jr.,,,,bench,False
2024,15,BRIM,added,Dalton Kincaid,,6,7,starters,False
2024,15,BRIM,dropped,Calvin Austin Iii,14,,,,
2024,15,BRIM,dropped,Chargers D/St,14,,,,
2024,17,BRIM,added,Kenny McIntosh,,,,bench,False
2024,17,BRIM,added,Chargers D/ST,,,,starters,False
2024,17,BRIM,dropped,Texans D/St,16,16,8,,
2024,17,BRIM,dropped,Patrick Taylor Jr.,16,,,,
2024,1,CHLK,draft_kept,Derrick Henry,,2,9,starters,False
2024,1,CHLK,draft_kept,Joe Burrow,,4,4,starters,False
2024,1,CHLK,draft_kept,Brock Purdy,,8,4,bench,False
2024,1,CHLK,draft_kept,Brian Thomas Jr.,,10,4,bench,False
2024,1,CHLK,draft_kept,Rome Odunze,,9,9,bench,False
2024,1,CHLK,draft_kept,Trey McBride,,7,9,starters,False
2024,1,CHLK,draft_kept,MarShawn Lloyd,,12,4,bench,False
2024,1,CHLK,draft_kept,Curtis Samuel,,11,9,bench,False
2024,1,CHLK,draft_kept,Malik Nabers,,5,9,starters,False
2024,1,CHLK,draft_kept,Joshua Palmer,,14,4,bench,False
2024,1,CHLK,draft_kept,Brandon Aiyuk,,3,9,starters,False
2024,1,CHLK,draft_kept,Jonathan Taylor,,1,9,starters,False
2024,1,CHLK,draft_kept,DeAndre Hopkins,,13,9,bench,False
2024,1,CHLK,draft_kept,Raheem Mostert,,6,4,starters,False
2024,1,CHLK,draft_kept,Jake Elliott,,16,4,starters,False
2024,1,CHLK,draft_kept,Bills D/ST,,15,9,starters,False
2024,2,CHLK,added,Jaylen Wright,,,,bench,False
2024,2,CHLK,added,Chargers D/ST,,,,starters,False
2024,2,CHLK,added,Allen Lazard,,,,bench,False
2024,2,CHLK,dropped,Curtis Samuel,1,11,9,,
2024,2,CHLK,dropped,Bills D/St,1,15,9,,
2024,2,CHLK,dropped,Marshawn Lloyd,1,12,4,,
2024,4,CHLK,added,Tyler Conklin,,,,starters,False
2024,4,CHLK,added,Dolphins D/ST,,,,starters,False
2024,4,CHLK,added,Matt Prater,,,,starters,False
2024,4,CHLK,dropped,Jake Elliott,3,16,4,,
2024,4,CHLK,dropped,Chargers D/St,3,,,,
2024,4,CHLK,dropped,Jaylen Wright,3,,,,
2024,5,CHLK,added,Colby Parkinson,,,,bench,False
2024,5,CHLK,added,Seahawks D/ST,,,,starters,False
2024,5,CHLK,added,Trey Sermon,,,,starters,False
2024,5,CHLK,added,Jason Myers,,,,starters,False
2024,5,CHLK,dropped,Tyler Conklin,4,,,,
2024,5,CHLK,dropped,Dolphins D/St,4,,,,
2024,5,CHLK,dropped,Joshua Palmer,4,14,4,,
2024,5,CHLK,dropped,Matt Prater,4,,,,
2024,6,CHLK,added,Texans D/ST,,16,8,starters,False
2024,6,CHLK,added,Jake Bates,,,,starters,False
2024,6,CHLK,dropped,Seahawks D/St,5,,,,
2024,6,CHLK,dropped,Jason Myers,5,,,,
2024,7,CHLK,added,Tyler Goodson,,,,starters,False
2024,7,CHLK,added,DeMario Douglas,,12,11,bench,False
2024,7,CHLK,added,Colts D/ST,,,,starters,False
2024,7,CHLK,dropped,Colby Parkinson,6,,,,
2024,7,CHLK,dropped,Deandre Hopkins,6,13,9,,
2024,7,CHLK,dropped,Texans D/St,6,16,8,,
2024,8,CHLK,added,Cedric Tillman,,,,bench,False
2024,8,CHLK,added,Trey Palmer,,,,bench,False
2024,8,CHLK,added,Chiefs D/ST,,15,8,starters,False
2024,8,CHLK,dropped,Colts D/St,7,,,,
2024,8,CHLK,dropped,Trey Sermon,7,,,,
2024,8,CHLK,dropped,Brandon Aiyuk,7,3,9,,
2024,9,CHLK,added,Bengals D/ST,,,,starters,False
2024,9,CHLK,dropped,Chiefs D/St,8,15,8,,
2024,10,CHLK,added,Dallas Goedert,,10,6,bench,False
2024,10,CHLK,added,Giants D/ST,,,,starters,False
2024,10,CHLK,dropped,Bengals D/St,9,,,,
2024,10,CHLK,dropped,Allen Lazard,9,,,,
2024,11,CHLK,added,Saints D/ST,,16,9,starters,False
2024,11,CHLK,dropped,Giants D/St,10,,,,
2024,12,CHLK,added,Cooper Rush,,,,starters,False
2024,12,CHLK,added,Noah Brown,,,,bench,False
2024,12,CHLK,added,Chiefs D/ST,,15,8,starters,False
2024,12,CHLK,dropped,Trey Palmer,11,,,,
2024,12,CHLK,dropped,Tyler Goodson,11,,,,
2024,12,CHLK,dropped,Saints D/St,11,16,9,,
2024,14,CHLK,added,Sincere McCormick,,,,starters,False
2024,14,CHLK,added,Isaiah Davis,,,,starters,False
2024,14,CHLK,dropped,Cooper Rush,13,,,,
2024,14,CHLK,dropped,Dallas Goedert,13,10,6,,
2024,15,CHLK,added,Marvin Mims Jr.,,,,bench,False
2024,15,CHLK,dropped,Noah Brown,14,,,,
2024,16,CHLK,dropped,Sincere Mccormick,15,,,,
2024,1,JAGB,draft_kept,C.J. Stroud,,4,1,starters,False
2024,1,JAGB,draft_kept,Chase Brown,,10,1,bench,False
2024,1,JAGB,draft_kept,Nico Collins,,3,12,starters,False
2024,1,JAGB,draft_kept,Brian Robinson Jr.,,6,1,starters,False
2024,1,JAGB,draft_kept,Zach Charbonnet,,11,12,bench,False
2024,1,JAGB,draft_kept,Evan McPherson,,14,1,starters,False
2024,1,JAGB,draft_kept,Drake Maye,,15,12,bench,False
2024,1,JAGB,draft_kept,Dalton Schultz,,9,12,starters,False
2024,1,JAGB,draft_kept,D'Andre Swift,,5,12,starters,False
2024,1,JAGB,draft_kept,Deebo Samuel Sr.,,2,12,starters,False
2024,1,JAGB,draft_kept,A.J. Brown,,1,12,starters,False
2024,1,JAGB,draft_kept,Devin Singletary,,8,1,bench,False
2024,1,JAGB,draft_kept,Jordan Addison,,7,12,bench,False
2024,1,JAGB,draft_kept,Ravens D/ST,,12,1,starters,False
2024,1,JAGB,added,Taysom Hill,,,,bench,False
2024,1,JAGB,added,Darnell Mooney,,,,bench,False
2024,1,JAGB,dropped,Odell Beckham Jr.,0,16,1,,
2024,1,JAGB,dropped,Noah Fant,0,13,12,,
2024,3,JAGB,added,Buccaneers D/ST,,,,starters,False
2024,3,JAGB,dropped,Taysom Hill,2,,,,
2024,4,JAGB,added,Lions D/ST,,15,4,starters,False
2024,4,JAGB,added,Aaron Rodgers,,12,9,bench,False
2024,4,JAGB,dropped,Buccaneers D/St,3,,,,
2024,4,JAGB,dropped,Drake Maye,3,15,12,,
2024,12,JAGB,added,Jake Elliott,,16,4,starters,False
2024,12,JAGB,dropped,Zach Charbonnet,11,11,12,,
2024,14,JAGB,added,Will Levis,,,,bench,False
2024,14,JAGB,added,Will Dissly,,,,starters,False
2024,14,JAGB,dropped,Devin Singletary,13,8,1,,
2024,14,JAGB,dropped,Evan Mcpherson,13,14,1,,
2024,15,JAGB,added,Chase McLaughlin,,,,starters,False
2024,15,JAGB,dropped,Jake Elliott,14,16,4,,
2024,16,JAGB,added,Seahawks D/ST,,,,bench,False
2024,16,JAGB,dropped,Will Levis,15,,,,
