season_year,week,player_id,player_name,team_id,team_code,stat_id,stat_name,original_value,corrected_value,points_impact,correction_date,rffl_team_code
2022,1,,Broncos D/STDenD/ST,,,,Assisted Tackles (TKA),2,,,,JAGB
2022,1,,49ers D/STSFD/ST,,,,Passes Defensed (PD),1,,,,CHLK
2022,1,,Commanders D/STWshD/ST,,,,Passes Defensed (PD),1,,,,WZRD
2022,2,,Keenan AllenLACWR,,,,Receptions (REC),5,,,,PKMC
2022,2,,Zamir WhiteLVRB,,,,Rushing Attempts (CAR),2,,,,PKMC
2022,2,,Daniel CarlsonLVK,,,,FG Made (50+ yards) (FG50+),1,,,,BRIM
2022,2,,Justin HerbertLACQB,,,,Each Pass Attempted (A),27,,,,PKMC
2022,2,,Najee HarrisLACRBIR,,,,Rushing Attempts (CAR),8,,,,JAGB
2022,2,,Bills D/STBufD/ST,,,,Passes Defensed (PD),1,,,,GFM
2022,2,,Broncos D/STDenD/ST,,,,Assisted Tackles (TKA),2,,,,JAGB
2022,2,,Colts D/STIndD/ST,,,,Assisted Tackles (TKA),-2,,,,LNO
2022,2,,Steelers D/STPitD/ST,,,,Assisted Tackles (TKA),2,,,,MRYJ
2022,3,,Cowboys D/STDalD/ST,,,,Assisted Tackles (TKA),2,,,,JAGB
2022,3,,Chargers D/STLACD/ST,,,,Assisted Tackles (TKA),-2,,,,SSBB
2022,4,,Eagles D/STPhiD/ST,,,,Passes Defensed (PD),1,,,,LNO
2022,4,,49ers D/STSFD/ST,,,,Assisted Tackles (TKA),2,,,,CHLK
2022,5,,49ers D/STSFD/ST,,,,Assisted Tackles (TKA),2,,,,CHLK
2022,6,,Bears D/STChiD/ST,,,,Each Sack (SCK),1,,,,MRYJ
2022,7,,Jets D/STNYJD/ST,,,,Assisted Tackles (TKA),1,,,,GFM
2022,9,,Cowboys D/STDalD/ST,,,,Blocked Punt or FG return for TD (BLKKRTD),1,,,,JAGB
2022,9,,Vikings D/STMinD/ST,,,,Assisted Tackles (TKA),2,,,,BRIM
2022,10,,Saints D/STNOD/ST,,,,Assisted Tackles (TKA),2,,,,GFM
2022,10,,Giants D/STNYGD/ST,,,,Assisted Tackles (TKA),2,,,,SSBB
2022,10,,Seahawks D/STSeaD/ST,,,,Assisted Tackles (TKA),2,,,,MXLB
2022,11,,Bills D/STBufD/ST,,,,Assisted Tackles (TKA),-2,,,,GFM
2022,11,,49ers D/STSFD/ST,,,,Assisted Tackles (TKA),2,,,,CHLK
2022,12,,Colts D/STIndD/ST,,,,Assisted Tackles (TKA),-2,,,,WZRD
2022,12,,Jets D/STNYJD/ST,,,,Assisted Tackles (TKA),2,,,,LNO
2022,12,,Steelers D/STPitD/ST,,,,Passes Defensed (PD),1,,,,MRYJ
2022,12,,49ers D/STSFD/ST,,,,Each Fumble Forced (FF),-1,,,,CHLK
2022,13,,Cowboys D/STDalD/ST,,,,Assisted Tackles (TKA),2,,,,JAGB
2022,13,,Chiefs D/STKCD/ST,,,,Assisted Tackles (TKA),1,,,,TACT
2022,13,,Vikings D/STMinD/ST,,,,Each Fumble Recovered (FR),-1,,,,BRIM
2022,13,,Buccaneers D/STTBD/ST,,,,Assisted Tackles (TKA),2,,,,PCX
2022,14,,Vikings D/STMinD/ST,,,,Passes Defensed (PD),-1,,,,BRIM
2022,14,,Eagles D/STPhiD/ST,,,,Each Fumble Forced (FF),-1,,,,LNO
2022,14,,Steelers D/STPitD/ST,,,,Assisted Tackles (TKA),-2,,,,MRYJ
2022,15,,Packers D/STGBD/ST,,,,Assisted Tackles (TKA),2,,,,SSBB
2022,15,,Patriots D/STNED/ST,,,,Assisted Tackles (TKA),1,,,,PCX
2022,15,,Commanders D/STWshD/ST,,,,Assisted Tackles (TKA),2,,,,SSBB
