year,round,round_pick,team_abbrev,player_id,player_name,bid_amount,keeper,nominating_team
2022,16,1,LNO,16733,Odell Beckham Jr.,0.0,False,
2022,16,2,WZRD,3975763,Greg Joseph,0.0,False,
2022,16,3,PCX,13983,A.J. Green,0.0,False,
2022,16,4,TFF,3916566,K.J. Osborn,0.0,False,
2022,16,5,BRIM,4362087,Keaontay Ingram,0.0,False,
2022,16,6,GFM,4426388,Jameson Williams,0.0,False,
2022,16,7,TACT,-16009,Packers D/ST,0.0,False,
2022,16,8,CHLK,4361529,Isiah Pacheco,0.0,False,
2022,16,9,MXLB,10621,Nick Folk,0.0,False,
2022,16,10,JAGB,12731,Ryan Succop,0.0,False,
2022,16,11,SSBB,4241479,Tua Tagovailoa,0.0,False,
2022,16,12,MRYJ,-16017,Patriots D/ST,0.0,False,
